size,CSF,density,settling,particle_type,velocity_goral,velocity_yu,velocity_dietrich
8.488484756514572e-05,0.3299245498699411,997.7101708086004,rising,fragment,-6.701120593370984e-06,-6.654941637100894e-06,-5.205982445882549e-06
0.0010988083127234,0.2764759449613241,969.9134649952872,rising,fragment,-0.00909286541288077,-0.00784207558518145,-0.006309243748862584
6.0028691085094826e-05,0.2093200165430996,1046.250721208803,settling,fragment,6.741513842712473e-05,6.0507890755413015e-05,4.060798391804478e-05
3.925071635052654e-05,0.3641285419577054,999.9969486857808,rising,fragment,-1.914865585143417e-09,-1.8656226231624998e-09,-7.136522329637324e-10
2.142302168416813e-05,0.1968513123661162,1018.693974365481,settling,fiber,7.660055901540042e-05,3.013445402164048e-06,1.3371191182223506e-06
4.200207471153088e-05,0.3821694585692204,1157.919735992333,settling,fragment,0.00011263346970636816,0.00011764782618233441,0.00010871714611199056
7.803653204014718e-05,0.4027233498392466,1234.713632209215,settling,fragment,0.0005691555393724305,0.0006143402834752155,0.0005823588866698576
2.5920541328184876e-05,0.1692641873328984,1474.1362116031935,settling,fiber,0.0009590023622589229,0.00010958920215084891,5.205725287600322e-05
2.1973517525257008e-05,0.6415916835367845,1066.6862394180223,settling,fragment,1.3086432357913536e-05,1.5289227284833883e-05,1.284914635357678e-05
2.0673352665406115e-05,0.3699905926245251,1537.3387711521466,settling,fragment,9.308313077715152e-05,9.58385294858106e-05,8.444296849242321e-05
6.735850280238798e-05,0.696625338757492,1127.6762398493845,settling,fragment,0.0002566096483466256,0.00028536044793244446,0.0002832146627814457
6.352548524639707e-05,0.7673096818653522,1009.7473649960582,settling,fragment,2.134933968397696e-05,1.964389806914026e-05,1.792697215777417e-05
2.825523892155152e-05,0.6569256622622597,978.910328160206,rising,fragment,-6.845213305583094e-06,-8.027829572909783e-06,-6.536069731899044e-06
2.3824663328835193e-05,0.2630821062591368,1483.4206041165796,settling,fragment,0.00011113289275161605,0.0001052968599804924,8.187443905416876e-05
2.1918290899251176e-05,0.3995444725841215,1057.3209195935044,settling,fragment,1.1193578614591501e-05,1.1607525131273163e-05,9.051797330511177e-06
0.0001111359686633,0.3519034943537045,1030.2383750702857,settling,fragment,0.0001500403765011386,0.0001551254115510552,0.00014372581316592976
0.0006336279197554,0.53242964239923,1573.1484542492078,settling,fragment,0.0406067100079712,0.04146592850995194,0.03662067675867846
2.33660770112655e-05,0.4772347764932005,1100.6488549615203,settling,fragment,2.2320749882819542e-05,2.429800721701713e-05,2.0888170971607383e-05
0.0002689467922527,0.3437608749470919,963.7710921434444,rising,fragment,-0.001006161015635769,-0.0010572935235430283,-0.0009087446378133354
5.2385460791708725e-05,0.6131758228815691,1318.967465599765,settling,fragment,0.00035140289947825523,0.0004177940417042782,0.00041493210901953306
9.800923274804098e-05,0.248820282155918,1100.1076761648812,settling,fragment,0.0003836216174811023,0.0003665147817017993,0.0002947070348854564
4.838102874049025e-05,0.1704345785829787,1021.8186305969808,settling,fiber,0.00021702781636619685,1.7508431964668017e-05,7.776073181177094e-06
5.034419694196654e-05,0.5421641342857412,1493.1318284506272,settling,fragment,0.0005005234399063609,0.0005787530523874322,0.0005717251948095542
